scene;mesh_a;mesh_b;mesh_path_a;mesh_path_b;mean_a_to_b;mean_b_to_a;median_a_to_b;median_b_to_a;max_a_to_b;max_b_to_a;pred_to_gt_mean;gt_to_pred_mean;gt_to_pred_median;gt_to_pred_max;chamfer;hausdorff;precision;recall;fscore;threshold;sample_points;sampling_method;semantics;aligned_with_icp;icp_fitness;icp_inlier_rmse;icp_threshold;icp_sample_points;aligned_mesh_path;used_global_registration;global_registration_fitness;global_registration_inlier_rmse;global_registration_voxel_size
NewBlendTest_WithVersionRemovedConfidenceOnly_iter15000;NewBlendTest_WithVersionRemovedConfidenceOnly_iter15000;blender_gt;output\NewBlendTest_WithVersionRemovedConfidenceOnly\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.089501778040152;;0.061445280485392;;0.7320017643588215;;0.089501778040152;0.061445280485392;0.7320017643588215;;;;0.33787;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE;;;
Outside(Ambient)GaussianActuallyMoveTestTbehind_iter15000;Outside(Ambient)GaussianActuallyMoveTestTbehind_iter15000;blender_gt;output\Outside(Ambient)GaussianActuallyMoveTestTbehind\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;14.049.076.488.817.100;;13.803.851.228.151.200;;29.697.158.960.140.400;;14.049.076.488.817.100;13.803.851.228.151.200;29.697.158.960.140.400;;;;0.0;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE;;;
OutsideConsistencyLossCheap_iter15000;OutsideConsistencyLossCheap_iter15000;blender_gt;output\OutsideConsistencyLossCheap\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;22.531.245.873.059.500;;2.257.250.935.040.250;;33.356.470.211.342.700;;22.531.245.873.059.500;2.257.250.935.040.250;33.356.470.211.342.700;;;;0.0;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE;;;
OutsideConsistencyLossMoreCostly_iter15000;OutsideConsistencyLossMoreCostly_iter15000;blender_gt;output\OutsideConsistencyLossMoreCostly\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;16.109.501.589.615.400;;16.767.933.508.716.600;;2.928.344.944.409.740;;16.109.501.589.615.400;16.767.933.508.716.600;2.928.344.944.409.740;;;;0.0;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE;;;
OutsideConsistencyLossV2_iter15000;OutsideConsistencyLossV2_iter15000;blender_gt;output\OutsideConsistencyLossV2\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;21.779.805.414.238.100;;2.282.464.936.587.350;;30.951.410.256.227.300;;21.779.805.414.238.100;2.282.464.936.587.350;30.951.410.256.227.300;;;;0.0;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE;;;
OutsideSurfaceRegualrization_iter15000;OutsideSurfaceRegualrization_iter15000;blender_gt;output\OutsideSurfaceRegualrization\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;1.609.676.393.168.990;;16.214.420.453.863.900;;29.891.435.732.917.500;;1.609.676.393.168.990;16.214.420.453.863.900;29.891.435.732.917.500;;;;0.00013;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE;;;
VaseClean_FixedAllGradients_AllOn_iter15000;VaseClean_FixedAllGradients_AllOn_iter15000;blender_gt;output\VaseClean_FixedAllGradients_AllOn\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;23.134.061.462.206.200;;22.799.092.056.904.200;;4.463.542.146.551.220;;23.134.061.462.206.200;22.799.092.056.904.200;4.463.542.146.551.220;;;;0.0;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE;;;
VaseClean_MoveTestTBehind_iter15000;VaseClean_MoveTestTBehind_iter15000;blender_gt;output\VaseClean_MoveTestTBehind\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;22.996.258.528.715.300;;22.976.235.108.370.000;;4.335.474.767.814.300;;22.996.258.528.715.300;22.976.235.108.370.000;4.335.474.767.814.300;;;;0.0;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE;;;
VaseClean_NowAllOff_iter15000;VaseClean_NowAllOff_iter15000;blender_gt;output\VaseClean_NowAllOff\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;19.374.214.665.266.400;;17.444.855.264.886.100;;4.192.732.593.576.910;;19.374.214.665.266.400;17.444.855.264.886.100;4.192.732.593.576.910;;;;0.0;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE;;;
VaseClean_SplitDiffuseToPartsWithFixes_iter15000;VaseClean_SplitDiffuseToPartsWithFixes_iter15000;blender_gt;output\VaseClean_SplitDiffuseToPartsWithFixes\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;2.235.288.990.192.040;;20.278.525.727.225.500;;50.458.830.461.653.000;;2.235.288.990.192.040;20.278.525.727.225.500;50.458.830.461.653.000;;;;0.0;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE;;;
