mesh_a,mesh_b,mean_a_to_b,mean_b_to_a,median_a_to_b,median_b_to_a,max_a_to_b,max_b_to_a,chamfer,hausdorff,fscore,threshold
VaseClean_FixedAllGradients_AllOn_iter15000,VaseClean_NowAllOff_iter15000,0.05466326952854554,0.16002423390798517,0.022957368963032958,0.027391462470549778,0.9988321443027733,3.2500499420602216,0.2146875034365307,3.2500499420602216,0.10450285304385253,0.01
VaseClean_FixedAllGradients_AllOn_iter15000,VaseClean_SplitDiffuseToPartsWithFixes_iter15000,0.05965817366537964,0.06936394554560084,0.021543534413965143,0.021590374075230907,1.7211296787676476,2.325299814200326,0.12902211921098047,2.325299814200326,0.12147499814776704,0.01
VaseClean_NowAllOff_iter15000,VaseClean_SplitDiffuseToPartsWithFixes_iter15000,0.19161665171394313,0.06903695906639018,0.03077690833329212,0.024728912016976343,3.911690524952334,1.0357617554485135,0.26065361078033333,3.911690524952334,0.08700961571600896,0.01
