scene;mesh_a;mesh_b;mesh_path_a;mesh_path_b;mean_a_to_b;mean_b_to_a;median_a_to_b;median_b_to_a;max_a_to_b;max_b_to_a;pred_to_gt_mean;gt_to_pred_mean;gt_to_pred_median;gt_to_pred_max;chamfer;hausdorff;precision;recall;fscore;threshold;sample_points;sampling_method;semantics;aligned_with_icp;icp_fitness;icp_inlier_rmse;icp_threshold;icp_sample_points;aligned_mesh_path;;
;NewBlendTest_WithVersionRemovedConfidenceOnly_iter15000;NewBlendTest_WithVersionRemovedConfidenceOnly_iter15000;blender_gt;output\NewBlendTest_WithVersionRemovedConfidenceOnly\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderGTMesh_aligned.ply;;0.10921998590028398;;0.07240254631699625;;0.8023551513393801;;0.10921998590028398;0.07240254631699625;0.8023551513393801;;;;0.00312;;0.01;100000;uniform;gt_only;FALSE;;;;;;FALSE
;Outside(Ambient)GaussianActuallyMoveTestTbehind_iter15000;Outside(Ambient)GaussianActuallyMoveTestTbehind_iter15000;blender_gt;output\Outside(Ambient)GaussianActuallyMoveTestTbehind\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderGTMesh_aligned.ply;;16.671.259.054.957.300;;16.014.680.553.654.100;;34.241.553.548.371.400;;16.671.259.054.957.300;16.014.680.553.654.100;34.241.553.548.371.400;;;;0.0;;0.01;100000;uniform;gt_only;FALSE;;;;;;FALSE
;OutsideConsistencyLossCheap_iter15000;OutsideConsistencyLossCheap_iter15000;blender_gt;output\OutsideConsistencyLossCheap\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderGTMesh_aligned.ply;;22.337.886.752.908.100;;22.616.954.345.255.300;;35.430.087.137.363.100;;22.337.886.752.908.100;22.616.954.345.255.300;35.430.087.137.363.100;;;;0.0;;0.01;100000;uniform;gt_only;FALSE;;;;;;FALSE
;OutsideConsistencyLossMoreCostly_iter15000;OutsideConsistencyLossMoreCostly_iter15000;blender_gt;output\OutsideConsistencyLossMoreCostly\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderGTMesh_aligned.ply;;16.727.307.554.290.000;;16.644.313.555.389.400;;33.984.508.762.201.200;;16.727.307.554.290.000;16.644.313.555.389.400;33.984.508.762.201.200;;;;0.0;;0.01;100000;uniform;gt_only;FALSE;;;;;;FALSE
;OutsideConsistencyLossV2_iter15000;OutsideConsistencyLossV2_iter15000;blender_gt;output\OutsideConsistencyLossV2\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderGTMesh_aligned.ply;;20.611.690.933.719.500;;2.143.375.486.673.580;;3.547.321.263.920.200;;20.611.690.933.719.500;2.143.375.486.673.580;3.547.321.263.920.200;;;;0.0;;0.01;100000;uniform;gt_only;FALSE;;;;;;FALSE
;OutsideSurfaceRegualrization_iter15000;OutsideSurfaceRegualrization_iter15000;blender_gt;output\OutsideSurfaceRegualrization\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderGTMesh_aligned.ply;;1.574.524.772.518.740;;15.905.308.306.841.800;;34.152.169.334.881.500;;1.574.524.772.518.740;15.905.308.306.841.800;34.152.169.334.881.500;;;;6,00E-05;;0.01;100000;uniform;gt_only;FALSE;;;;;;FALSE
;VaseClean_FixedAllGradients_AllOn_iter15000;VaseClean_FixedAllGradients_AllOn_iter15000;blender_gt;output\VaseClean_FixedAllGradients_AllOn\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderGTMesh_aligned.ply;;2.366.340.595.011.380;;23.950.629.394.395.900;;4.468.615.237.034.500;;2.366.340.595.011.380;23.950.629.394.395.900;4.468.615.237.034.500;;;;0.0;;0.01;100000;uniform;gt_only;FALSE;;;;;;FALSE
;VaseClean_MoveTestTBehind_iter15000;VaseClean_MoveTestTBehind_iter15000;blender_gt;output\VaseClean_MoveTestTBehind\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderGTMesh_aligned.ply;;23.735.204.214.525.500;;2.434.392.100.651.230;;4.341.612.384.723.410;;23.735.204.214.525.500;2.434.392.100.651.230;4.341.612.384.723.410;;;;0.0;;0.01;100000;uniform;gt_only;FALSE;;;;;;FALSE
;VaseClean_NowAllOff_iter15000;VaseClean_NowAllOff_iter15000;blender_gt;output\VaseClean_NowAllOff\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderGTMesh_aligned.ply;;2.263.318.122.997.240;;2.311.483.496.079.810;;4.158.234.168.795.040;;2.263.318.122.997.240;2.311.483.496.079.810;4.158.234.168.795.040;;;;0.0;;0.01;100000;uniform;gt_only;FALSE;;;;;;FALSE
;VaseClean_SplitDiffuseToPartsWithFixes_iter15000;VaseClean_SplitDiffuseToPartsWithFixes_iter15000;blender_gt;output\VaseClean_SplitDiffuseToPartsWithFixes\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderGTMesh_aligned.ply;;23.217.162.684.545.200;;22.159.941.248.061.100;;5.053.179.501.299.830;;23.217.162.684.545.200;22.159.941.248.061.100;5.053.179.501.299.830;;;;0.0;;0.01;100000;uniform;gt_only;FALSE;;;;;;FALSE
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NewBlend_BRDFFull_iter15000;NewBlend_BRDFFull_iter15000;blender_gt;output\NewBlend_BRDFFull\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.08980824376347037;;0.060620679394092505;;0.7206466448579611;;0.08980824376347037;0.060620679394092505;0.7206466448579611;;;;0.03378;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_BRDFFull-Evenfiner_iter15000;NewBlend_BRDFFull-Evenfiner_iter15000;blender_gt;output\NewBlend_BRDFFull-Evenfiner\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.09181416576825792;;0.0623393663991679;;0.7057534969732664;;0.09181416576825792;0.0623393663991679;0.7057534969732664;;;;0.02786;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_BRDFFull-Highdetail_iter15000;NewBlend_BRDFFull-Highdetail_iter15000;blender_gt;output\NewBlend_BRDFFull-Highdetail\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.09046326926205221;;0.062255163529822036;;0.7207824650548071;;0.09046326926205221;0.062255163529822036;0.7207824650548071;;;;0.03097;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_BRDFFull-Saferfiner_iter15000;NewBlend_BRDFFull-Saferfiner_iter15000;blender_gt;output\NewBlend_BRDFFull-Saferfiner\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.09354155834170515;;0.06410974316450516;;0.7177527245817975;;0.09354155834170515;0.06410974316450516;0.7177527245817975;;;;0.02482;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_BRDFReadyRoughness0_iter15000;NewBlend_BRDFReadyRoughness0_iter15000;blender_gt;output\NewBlend_BRDFReadyRoughness0\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.0859630662451981;;0.06213919061066711;;0.7606054384769343;;0.0859630662451981;0.06213919061066711;0.7606054384769343;;;;0.03024;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_FalloffAndSpotOff_iter15000;NewBlend_FalloffAndSpotOff_iter15000;blender_gt;output\NewBlend_FalloffAndSpotOff\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.09111293047747038;;0.061902979087096605;;0.7312015314155708;;0.09111293047747038;0.061902979087096605;0.7312015314155708;;;;0.03125;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_FalloffOff_iter15000;NewBlend_FalloffOff_iter15000;blender_gt;output\NewBlend_FalloffOff\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.08573603831969832;;0.06104811730574844;;0.7754294037026697;;0.08573603831969832;0.06104811730574844;0.7754294037026697;;;;0.03276;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_FullBRDFOnlyCenterCam_iter15000;NewBlend_FullBRDFOnlyCenterCam_iter15000;blender_gt;output\NewBlend_FullBRDFOnlyCenterCam\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.09031668567989892;;0.06083452150942156;;0.7877617957132805;;0.09031668567989892;0.06083452150942156;0.7877617957132805;;;;0.03359;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_ImproveLoss_iter15000;NewBlend_ImproveLoss_iter15000;blender_gt;output\NewBlend_ImproveLoss\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.08545231708549983;;0.05756219018581983;;0.8080493070524013;;0.08545231708549983;0.05756219018581983;0.8080493070524013;;;;0.03941;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_ImproveLossLastV3Finished_iter15000;NewBlend_ImproveLossLastV3Finished_iter15000;blender_gt;output\NewBlend_ImproveLossLastV3Finished\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.08364385563473023;;0.0660400101101859;;0.6986430351192818;;0.08364385563473023;0.0660400101101859;0.6986430351192818;;;;0.02871;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_ImproveLossV2_iter15000;NewBlend_ImproveLossV2_iter15000;blender_gt;output\NewBlend_ImproveLossV2\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.09316502211818264;;0.06696438641609521;;0.8060711974275264;;0.09316502211818264;0.06696438641609521;0.8060711974275264;;;;0.02588;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_IntroduceGGXFresnel_iter15000;NewBlend_IntroduceGGXFresnel_iter15000;blender_gt;output\NewBlend_IntroduceGGXFresnel\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.08972873350181211;;0.06319891600635927;;0.737220322302389;;0.08972873350181211;0.06319891600635927;0.737220322302389;;;;0.03105;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_IntroduceGGXFresnelBackwardComplete_iter15000;NewBlend_IntroduceGGXFresnelBackwardComplete_iter15000;blender_gt;output\NewBlend_IntroduceGGXFresnelBackwardComplete\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.08909599262967609;;0.0630430190182498;;0.7891058450642624;;0.08909599262967609;0.0630430190182498;0.7891058450642624;;;;0.02899;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_IntroduceGGXFresnelCompletely_iter15000;NewBlend_IntroduceGGXFresnelCompletely_iter15000;blender_gt;output\NewBlend_IntroduceGGXFresnelCompletely\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.09880985817441078;;0.0594112889594013;;0.8105997079387594;;0.09880985817441078;0.0594112889594013;0.8105997079387594;;;;0.04623;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_IntroduceGGXFresnelSeparationComplete_iter15000;NewBlend_IntroduceGGXFresnelSeparationComplete_iter15000;blender_gt;output\NewBlend_IntroduceGGXFresnelSeparationComplete\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.09008715523314037;;0.05930094800065846;;0.7476490669846753;;0.09008715523314037;0.05930094800065846;0.7476490669846753;;;;0.0353;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_IntroduceGGXFresnelTrueRGBSpec_iter15000;NewBlend_IntroduceGGXFresnelTrueRGBSpec_iter15000;blender_gt;output\NewBlend_IntroduceGGXFresnelTrueRGBSpec\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.09232372403634814;;0.06281375212213901;;0.8370865431014385;;0.09232372403634814;0.06281375212213901;0.8370865431014385;;;;0.03184;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_SpotOff_iter15000;NewBlend_SpotOff_iter15000;blender_gt;output\NewBlend_SpotOff\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.09065388248308141;;0.06233014483113626;;0.8135255188511207;;0.09065388248308141;0.06233014483113626;0.8135255188511207;;;;0.03218;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlendTest_Standard2DGS_iter15000;NewBlendTest_Standard2DGS_iter15000;blender_gt;output\NewBlendTest_Standard2DGS\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.08216843930138557;;0.05742217095839508;;0.7798121351371063;;0.08216843930138557;0.05742217095839508;0.7798121351371063;;;;0.03382;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlendTest_WithVersionRemovedConfidenceOnly_iter15000;NewBlendTest_WithVersionRemovedConfidenceOnly_iter15000;blender_gt;output\NewBlendTest_WithVersionRemovedConfidenceOnly\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.09066349237176544;;0.06151716592025801;;0.7335943593838171;;0.09066349237176544;0.06151716592025801;0.7335943593838171;;;;0.03168;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;Outside(Ambient)GaussianActuallyMoveTestTbehind_iter15000;Outside(Ambient)GaussianActuallyMoveTestTbehind_iter15000;blender_gt;output\Outside(Ambient)GaussianActuallyMoveTestTbehind\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;14.032.775.250.013.700;;13.753.208.991.645.800;;2.939.662.762.342.180;;14.032.775.250.013.700;13.753.208.991.645.800;2.939.662.762.342.180;;;;0.0;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;OutsideConsistencyLossCheap_iter15000;OutsideConsistencyLossCheap_iter15000;blender_gt;output\OutsideConsistencyLossCheap\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;22.522.628.477.748.600;;2.258.574.053.156.290;;33.187.195.248.481.800;;22.522.628.477.748.600;2.258.574.053.156.290;33.187.195.248.481.800;;;;0.0;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;OutsideConsistencyLossMoreCostly_iter15000;OutsideConsistencyLossMoreCostly_iter15000;blender_gt;output\OutsideConsistencyLossMoreCostly\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;1.611.109.928.645.680;;1.672.311.478.327.060;;29.284.175.709.889.300;;1.611.109.928.645.680;1.672.311.478.327.060;29.284.175.709.889.300;;;;0.0;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;OutsideConsistencyLossV2_iter15000;OutsideConsistencyLossV2_iter15000;blender_gt;output\OutsideConsistencyLossV2\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;21.878.885.173.802.600;;2.289.375.035.252.420;;31.095.473.789.467.300;;21.878.885.173.802.600;2.289.375.035.252.420;31.095.473.789.467.300;;;;0.0;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;OutsideSurfaceRegualrization_iter15000;OutsideSurfaceRegualrization_iter15000;blender_gt;output\OutsideSurfaceRegualrization\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;1.616.878.008.967.430;;16.293.332.475.359.000;;30.234.755.809.365.300;;1.616.878.008.967.430;16.293.332.475.359.000;30.234.755.809.365.300;;;;0.0;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;VaseClean_FixedAllGradients_AllOn_iter15000;VaseClean_FixedAllGradients_AllOn_iter15000;blender_gt;output\VaseClean_FixedAllGradients_AllOn\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;2.310.042.407.167.450;;22.818.359.424.214.500;;4.461.724.371.720.720;;2.310.042.407.167.450;22.818.359.424.214.500;4.461.724.371.720.720;;;;0.0;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;VaseClean_MoveTestTBehind_iter15000;VaseClean_MoveTestTBehind_iter15000;blender_gt;output\VaseClean_MoveTestTBehind\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;2.300.784.595.684.530;;230.074.840.127.401;;4.344.178.504.796.150;;2.300.784.595.684.530;230.074.840.127.401;4.344.178.504.796.150;;;;0.0;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;VaseClean_NowAllOff_iter15000;VaseClean_NowAllOff_iter15000;blender_gt;output\VaseClean_NowAllOff\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;19.381.593.703.263.700;;17.446.945.243.888.600;;4.168.252.266.848.810;;19.381.593.703.263.700;17.446.945.243.888.600;4.168.252.266.848.810;;;;0.0;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;VaseClean_SplitDiffuseToPartsWithFixes_iter15000;VaseClean_SplitDiffuseToPartsWithFixes_iter15000;blender_gt;output\VaseClean_SplitDiffuseToPartsWithFixes\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;22.335.675.449.630.700;;2.031.985.574.234.910;;5.039.222.604.015.850;;22.335.675.449.630.700;2.031.985.574.234.910;5.039.222.604.015.850;;;;0.0;;0.02;100000;uniform;gt_only;FALSE;;;;;;FALSE
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NewBlend_BRDFFull_iter15000;NewBlend_BRDFFull_iter15000;blender_gt;output\NewBlend_BRDFFull\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.089569989097204;;0.060704888159328306;;0.7244345503426026;;0.089569989097204;0.060704888159328306;0.7244345503426026;;;;0.35114;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_BRDFFull-Evenfiner_iter15000;NewBlend_BRDFFull-Evenfiner_iter15000;blender_gt;output\NewBlend_BRDFFull-Evenfiner\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.09132226682834396;;0.06176354893581721;;0.7074016873275172;;0.09132226682834396;0.06176354893581721;0.7074016873275172;;;;0.33923;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_BRDFFull-Highdetail_iter15000;NewBlend_BRDFFull-Highdetail_iter15000;blender_gt;output\NewBlend_BRDFFull-Highdetail\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.08931882027062875;;0.06112417308831967;;0.7183338076556695;;0.08931882027062875;0.06112417308831967;0.7183338076556695;;;;0.35063;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_BRDFFull-Saferfiner_iter15000;NewBlend_BRDFFull-Saferfiner_iter15000;blender_gt;output\NewBlend_BRDFFull-Saferfiner\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.09292906054959989;;0.06361890899165051;;0.714704522440101;;0.09292906054959989;0.06361890899165051;0.714704522440101;;;;0.31913;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_BRDFReadyRoughness0_iter15000;NewBlend_BRDFReadyRoughness0_iter15000;blender_gt;output\NewBlend_BRDFReadyRoughness0\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.0867028973132452;;0.06241893567976309;;0.7655960603976442;;0.0867028973132452;0.06241893567976309;0.7655960603976442;;;;0.32981;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_FalloffAndSpotOff_iter15000;NewBlend_FalloffAndSpotOff_iter15000;blender_gt;output\NewBlend_FalloffAndSpotOff\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.09028937620673776;;0.06101992395953797;;0.7291269071043185;;0.09028937620673776;0.06101992395953797;0.7291269071043185;;;;0.34785;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_FalloffOff_iter15000;NewBlend_FalloffOff_iter15000;blender_gt;output\NewBlend_FalloffOff\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.08549027751801108;;0.060733674409244924;;0.7879176104483083;;0.08549027751801108;0.060733674409244924;0.7879176104483083;;;;0.34667;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_FullBRDFOnlyCenterCam_iter15000;NewBlend_FullBRDFOnlyCenterCam_iter15000;blender_gt;output\NewBlend_FullBRDFOnlyCenterCam\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.09044630941219407;;0.06068072243415328;;0.7942627924733024;;0.09044630941219407;0.06068072243415328;0.7942627924733024;;;;0.34781;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_ImproveLoss_iter15000;NewBlend_ImproveLoss_iter15000;blender_gt;output\NewBlend_ImproveLoss\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.08568862341629503;;0.056852955170271835;;0.8061815865626467;;0.08568862341629503;0.056852955170271835;0.8061815865626467;;;;0.39928;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_ImproveLossLastV3Finished_iter15000;NewBlend_ImproveLossLastV3Finished_iter15000;blender_gt;output\NewBlend_ImproveLossLastV3Finished\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.08373197282232465;;0.06629656497393846;;0.7051879847884026;;0.08373197282232465;0.06629656497393846;0.7051879847884026;;;;0.29742;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_ImproveLossV2_iter15000;NewBlend_ImproveLossV2_iter15000;blender_gt;output\NewBlend_ImproveLossV2\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.09309762707369092;;0.06726226895829779;;0.8089497071080497;;0.09309762707369092;0.06726226895829779;0.8089497071080497;;;;0.28748;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_IntroduceGGXFresnel_iter15000;NewBlend_IntroduceGGXFresnel_iter15000;blender_gt;output\NewBlend_IntroduceGGXFresnel\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.08941537327472134;;0.06311397531355281;;0.7134770133986014;;0.08941537327472134;0.06311397531355281;0.7134770133986014;;;;0.31411;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_IntroduceGGXFresnelBackwardComplete_iter15000;NewBlend_IntroduceGGXFresnelBackwardComplete_iter15000;blender_gt;output\NewBlend_IntroduceGGXFresnelBackwardComplete\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.09026089008826149;;0.06367854606404731;;0.7964342446273039;;0.09026089008826149;0.06367854606404731;0.7964342446273039;;;;0.31492;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_IntroduceGGXFresnelCompletely_iter15000;NewBlend_IntroduceGGXFresnelCompletely_iter15000;blender_gt;output\NewBlend_IntroduceGGXFresnelCompletely\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.0992453247703564;;0.05956686241928538;;0.8124965619448559;;0.0992453247703564;0.05956686241928538;0.8124965619448559;;;;0.38374;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_IntroduceGGXFresnelSeparationComplete_iter15000;NewBlend_IntroduceGGXFresnelSeparationComplete_iter15000;blender_gt;output\NewBlend_IntroduceGGXFresnelSeparationComplete\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.08960998645874955;;0.05880106746535975;;0.7517853897617489;;0.08960998645874955;0.05880106746535975;0.7517853897617489;;;;0.37415;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_IntroduceGGXFresnelTrueRGBSpec_iter15000;NewBlend_IntroduceGGXFresnelTrueRGBSpec_iter15000;blender_gt;output\NewBlend_IntroduceGGXFresnelTrueRGBSpec\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.09150787620137121;;0.062324836935315486;;0.8307266532683526;;0.09150787620137121;0.062324836935315486;0.8307266532683526;;;;0.33151;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlend_SpotOff_iter15000;NewBlend_SpotOff_iter15000;blender_gt;output\NewBlend_SpotOff\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.09099079039814535;;0.06263447568057427;;0.8091514809777498;;0.09099079039814535;0.06263447568057427;0.8091514809777498;;;;0.32873;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;NewBlendTest_Standard2DGS_iter15000;NewBlendTest_Standard2DGS_iter15000;blender_gt;output\NewBlendTest_Standard2DGS\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.08380662878603723;;0.05892814919144145;;0.7744947241375688;;0.08380662878603723;0.05892814919144145;0.7744947241375688;;;;0.36622;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
